Times,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
1,1,None,SVM,SVM,1,0,0,0,0.981818182,0.5,"[[378   0]
 [  7   0]]"
1,1,None,WSVM,WSVM,1,0,0,0,0.981818182,0.5,"[[378   0]
 [  7   0]]"
1,1,None,own_class_center,lin_center_own,0.981481481,0.142857143,0.374448448,0.133333333,0.966233766,0.562169312,"[[371   7]
 [  6   1]]"
1,1,None,own_class_center,exp,0.944444444,0.428571429,0.63620901,0.193548387,0.935064935,0.686507937,"[[357  21]
 [  4   3]]"
1,1,None,estimated_hyper_lin,lin_center_own,0.992063492,0.142857143,0.376461626,0.181818182,0.976623377,0.567460317,"[[375   3]
 [  6   1]]"
1,1,None,estimated_hyper_lin,exp,1,0.142857143,0.377964473,0.25,0.984415584,0.571428571,"[[378   0]
 [  6   1]]"
1,1,None,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,None,actual_hyper_lin,exp,0.997354497,0,0,0,0.979220779,0.498677249,"[[377   1]
 [  7   0]]"
1,1,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.650793651,1,0.806717826,0.095890411,0.657142857,0.825396825,"[[246 132]
 [  0   7]]"
1,1,1,own_class_center,lin_center_own,0.965608466,0.571428571,0.742816442,0.333333333,0.958441558,0.768518519,"[[365  13]
 [  3   4]]"
1,1,2,own_class_center,lin_center_own,0.957671958,0.571428571,0.739757473,0.296296296,0.950649351,0.764550265,"[[362  16]
 [  3   4]]"
1,1,3,own_class_center,lin_center_own,0.968253968,0.571428571,0.743833302,0.347826087,0.961038961,0.76984127,"[[366  12]
 [  3   4]]"
1,1,4,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,5,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,6,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,7,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,8,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,9,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,10,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,11,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,12,own_class_center,lin_center_own,0.978835979,0.428571429,0.647689072,0.333333333,0.968831169,0.703703704,"[[370   8]
 [  4   3]]"
1,1,13,own_class_center,lin_center_own,0.981481481,0.428571429,0.648563737,0.352941176,0.971428571,0.705026455,"[[371   7]
 [  4   3]]"
1,1,14,own_class_center,lin_center_own,0.981481481,0.428571429,0.648563737,0.352941176,0.971428571,0.705026455,"[[371   7]
 [  4   3]]"
1,1,15,own_class_center,lin_center_own,0.981481481,0.428571429,0.648563737,0.352941176,0.971428571,0.705026455,"[[371   7]
 [  4   3]]"
1,1,1,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,2,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,3,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,4,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,5,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,6,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,7,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,8,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,9,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,10,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,11,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,12,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,13,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,14,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,15,own_class_center,exp,0.936507937,0.571428571,0.73153769,0.228571429,0.92987013,0.753968254,"[[354  24]
 [  3   4]]"
1,1,1,estimated_hyper_lin,lin_center_own,0.976190476,0.571428571,0.746875578,0.4,0.968831169,0.773809524,"[[369   9]
 [  3   4]]"
1,1,2,estimated_hyper_lin,lin_center_own,0.986772487,0.428571429,0.650309537,0.4,0.976623377,0.707671958,"[[373   5]
 [  4   3]]"
1,1,3,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,4,estimated_hyper_lin,lin_center_own,0.981481481,0.571428571,0.748896896,0.444444444,0.974025974,0.776455026,"[[371   7]
 [  3   4]]"
1,1,5,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,6,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,7,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,8,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,9,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,10,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,11,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,12,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,13,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,14,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,15,estimated_hyper_lin,lin_center_own,0.984126984,0.571428571,0.749905512,0.470588235,0.976623377,0.777777778,"[[372   6]
 [  3   4]]"
1,1,1,estimated_hyper_lin,exp,0.973544974,0.285714286,0.52740469,0.210526316,0.961038961,0.62962963,"[[368  10]
 [  5   2]]"
1,1,2,estimated_hyper_lin,exp,0.955026455,0.285714286,0.522364529,0.153846154,0.942857143,0.62037037,"[[361  17]
 [  5   2]]"
1,1,3,estimated_hyper_lin,exp,0.94973545,0.285714286,0.520915526,0.142857143,0.937662338,0.617724868,"[[359  19]
 [  5   2]]"
1,1,4,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,5,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,6,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,7,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,8,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,9,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,10,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,11,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,12,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,13,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,14,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,15,estimated_hyper_lin,exp,0.941798942,0.285714286,0.518734433,0.129032258,0.92987013,0.613756614,"[[356  22]
 [  5   2]]"
1,1,1,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,2,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,3,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,4,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,5,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,6,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,7,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,8,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,9,actual_hyper_lin,lin_center_own,0.880952381,0.571428571,0.70950783,0.142857143,0.875324675,0.726190476,"[[333  45]
 [  3   4]]"
1,1,10,actual_hyper_lin,lin_center_own,0.880952381,0.714285714,0.793253869,0.175438596,0.877922078,0.797619048,"[[333  45]
 [  2   5]]"
1,1,11,actual_hyper_lin,lin_center_own,0.886243386,0.714285714,0.795632447,0.181818182,0.883116883,0.80026455,"[[335  43]
 [  2   5]]"
1,1,12,actual_hyper_lin,lin_center_own,0.880952381,0.714285714,0.793253869,0.175438596,0.877922078,0.797619048,"[[333  45]
 [  2   5]]"
1,1,13,actual_hyper_lin,lin_center_own,0.880952381,0.714285714,0.793253869,0.175438596,0.877922078,0.797619048,"[[333  45]
 [  2   5]]"
1,1,14,actual_hyper_lin,lin_center_own,0.883597884,0.714285714,0.794444048,0.178571429,0.880519481,0.798941799,"[[334  44]
 [  2   5]]"
1,1,15,actual_hyper_lin,lin_center_own,0.880952381,0.714285714,0.793253869,0.175438596,0.877922078,0.797619048,"[[333  45]
 [  2   5]]"
1,1,1,actual_hyper_lin,exp,0.997354497,0.142857143,0.377464189,0.222222222,0.981818182,0.57010582,"[[377   1]
 [  6   1]]"
